1781880974080629262,i,-1689,-26,16581,-8,-7,-5
1781880974100622702,i,-1702,-43,16578,-8,-7,-5
1781880974120615182,i,-1688,-29,16570,-8,-7,-5
1781880974140608722,i,-1675,7,16581,-7,-7,-5
1781880974160601302,i,-1674,-19,16584,-8,-8,-5
1781880974180593962,i,-1673,-29,16602,-8,-7,-5
1781880974200586122,i,-1682,-46,16583,-7,-7,-5
1781880974220579682,i,-1695,-46,16605,-8,-8,-5
1781880974240572282,i,-1671,-28,16589,-8,-8,-6
1781880974260564822,i,-1698,-33,16584,-8,-8,-5
1781880974280557702,i,-1683,-36,16607,-8,-7,-5
1781880974300550422,i,-1686,-31,16594,-8,-7,-5
1781880974320542982,i,-1693,-33,16584,-8,-7,-4
1781880974340535682,i,-1697,-20,16606,-7,-8,-5
1781880974360528302,i,-1695,-40,16595,-8,-8,-5
1781880974380520942,i,-1676,-31,16571,-8,-7,-5
1781880974400513542,i,-1708,-16,16597,-7,-7,-5
1781880974420505982,i,-1687,-23,16607,-7,-8,-5
1781880974440499042,i,-1692,-25,16575,-7,-7,-5
1781880974460491622,i,-1675,-32,16567,-7,-8,-6
1781880974480484422,i,-1693,-38,16585,-7,-7,-6
1781880974500476982,i,-1704,-31,16587,-7,-7,-5
1781880974520469482,i,-1680,-28,16589,-8,-6,-6
1781880974540461822,i,-1668,-9,16566,-7,-7,-6
1781880974560454482,i,-1694,-23,16580,-7,-7,-6
1781880974580447102,i,-1674,-12,16599,-7,-8,-4
1781880974600440262,i,-1684,-33,16597,-8,-8,-5
1781880974620432862,i,-1707,-24,16590,-8,-7,-5
1781880974640425442,i,-1683,-26,16573,-8,-7,-5
1781880974660418062,i,-1696,-16,16570,-8,-7,-5
1781880974680410682,i,-1689,-19,16569,-7,-7,-5
1781880974700403322,i,-1713,-36,16572,-7,-7,-5
1781880974720396022,i,-1694,-44,16592,-7,-7,-5
1781880974740387722,i,-1691,-33,16583,-7,-7,-5
1781880974760380482,i,-1660,-31,16599,-8,-7,-5
1781880974780372522,i,-1688,-48,16577,-7,-8,-5
1781880974800365722,i,-1665,-23,16577,-7,-7,-5
1781880974820358242,i,-1699,-72,16563,-8,-7,-5
1781880974840350642,i,-1681,-3,16556,-8,-8,-7
1781880974860342442,i,-1703,-49,16577,-8,-8,-5
1781880974880335422,i,-1681,-10,16619,-7,-9,-5
1781880974900328142,i,-1696,-33,16583,-7,-8,-4
1781880974920320382,i,-1683,-54,16629,-8,-8,-3
1781880974940313062,i,-1709,-32,16575,-8,-7,-4
1781880974960306682,i,-1688,-21,16590,-7,-8,-4
1781880974980299322,i,-1700,-45,16599,-7,-7,-5
1781880975000292322,i,-1660,-52,16582,-7,-8,-6
1781880975020285262,i,-1686,-37,16607,-7,-8,-5
1781880975040277802,i,-1688,-35,16587,-7,-8,-5
1781880975060270522,i,-1674,-39,16586,-7,-7,-5
1781880975080262842,i,-1681,-32,16593,-7,-6,-5
1781880975100255462,i,-1677,-35,16578,-7,-8,-5
1781880975120248062,i,-1694,-27,16598,-7,-8,-6
1781880975140240922,i,-1683,-47,16574,-8,-8,-5
1781880975160233602,i,-1707,-48,16596,-8,-7,-5
1781880975180226382,i,-1670,-28,16596,-8,-7,-6
1781880975200219142,i,-1693,-22,16595,-9,-7,-6
1781880975220212022,i,-1673,-29,16593,-8,-7,-5
1781880975240204722,i,-1716,-15,16579,-8,-7,-5
1781880975260197422,i,-1685,-27,16593,-7,-7,-5
1781880975280190062,i,-1691,-36,16585,-7,-8,-5
1781880975300182682,i,-1675,-28,16611,-7,-7,-5
1781880975320175522,i,-1689,-39,16560,-7,-8,-5
1781880975340168282,i,-1684,-27,16578,-9,-8,-5
1781880975360160802,i,-1695,-9,16593,-8,-8,-5
1781880975380153622,i,-1674,-25,16568,-7,-7,-5
1781880975400146862,i,-1693,-27,16537,-8,-7,-5
1781880975420139322,i,-1699,-34,16619,-8,-6,-5
